Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.02
Sample Interval,0.00016
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,5
Label,
TIME,CH1
-6.080e-02,0
-6.064e-02,0
-6.048e-02,0
-6.032e-02,0
-6.016e-02,0
-6.000e-02,0.2
-5.984e-02,0
-5.968e-02,0
-5.952e-02,0
-5.936e-02,0
-5.920e-02,0
-5.904e-02,0
-5.888e-02,0
-5.872e-02,0.2
-5.856e-02,0
-5.840e-02,0
-5.824e-02,0
-5.808e-02,0
-5.792e-02,0
-5.776e-02,0
-5.760e-02,0
-5.744e-02,0
-5.728e-02,0
-5.712e-02,0
-5.696e-02,0
-5.680e-02,0
-5.664e-02,0
-5.648e-02,0
-5.632e-02,0
-5.616e-02,0.2
-5.600e-02,0
-5.584e-02,0
-5.568e-02,0
-5.552e-02,0
-5.536e-02,0
-5.520e-02,0
-5.504e-02,0
-5.488e-02,0
-5.472e-02,0.2
-5.456e-02,0
-5.440e-02,0
-5.424e-02,0.2
-5.408e-02,0
-5.392e-02,0
-5.376e-02,0
-5.360e-02,0
-5.344e-02,0
-5.328e-02,0
-5.312e-02,0
-5.296e-02,0
-5.280e-02,0
-5.264e-02,0
-5.248e-02,0
-5.232e-02,0
-5.216e-02,0
-5.200e-02,0
-5.184e-02,0
-5.168e-02,0
-5.152e-02,0
-5.136e-02,0
-5.120e-02,0
-5.104e-02,0
-5.088e-02,0
-5.072e-02,0
-5.056e-02,0
-5.040e-02,0
-5.024e-02,0
-5.008e-02,0.2
-4.992e-02,0
-4.976e-02,0
-4.960e-02,0
-4.944e-02,0
-4.928e-02,0
-4.912e-02,0
-4.896e-02,0
-4.880e-02,0
-4.864e-02,0
-4.848e-02,0
-4.832e-02,0
-4.816e-02,0
-4.800e-02,0
-4.784e-02,0
-4.768e-02,0.2
-4.752e-02,0
-4.736e-02,0
-4.720e-02,0.2
-4.704e-02,0.2
-4.688e-02,0
-4.672e-02,0.2
-4.656e-02,0
-4.640e-02,0
-4.624e-02,0
-4.608e-02,0
-4.592e-02,0
-4.576e-02,0
-4.560e-02,0
-4.544e-02,0
-4.528e-02,0
-4.512e-02,0
-4.496e-02,0
-4.480e-02,0
-4.464e-02,0
-4.448e-02,0.2
-4.432e-02,0
-4.416e-02,0
-4.400e-02,0
-4.384e-02,0.2
-4.368e-02,0
-4.352e-02,0
-4.336e-02,0
-4.320e-02,0.2
-4.304e-02,0
-4.288e-02,0
-4.272e-02,0
-4.256e-02,0
-4.240e-02,0
-4.224e-02,0
-4.208e-02,0
-4.192e-02,0
-4.176e-02,0
-4.160e-02,0
-4.144e-02,0
-4.128e-02,0
-4.112e-02,0
-4.096e-02,0
-4.080e-02,0
-4.064e-02,0
-4.048e-02,0.2
-4.032e-02,0
-4.016e-02,0
-4.000e-02,0
-3.984e-02,0
-3.968e-02,0
-3.952e-02,0
-3.936e-02,0
-3.920e-02,0
-3.904e-02,0
-3.888e-02,0
-3.872e-02,0
-3.856e-02,0
-3.840e-02,0
-3.824e-02,0
-3.808e-02,0
-3.792e-02,0
-3.776e-02,0
-3.760e-02,0
-3.744e-02,0
-3.728e-02,0
-3.712e-02,0
-3.696e-02,0
-3.680e-02,0
-3.664e-02,0
-3.648e-02,0
-3.632e-02,0
-3.616e-02,0
-3.600e-02,0
-3.584e-02,0
-3.568e-02,0
-3.552e-02,0
-3.536e-02,0
-3.520e-02,0
-3.504e-02,0.2
-3.488e-02,0.2
-3.472e-02,0
-3.456e-02,0
-3.440e-02,0
-3.424e-02,0.2
-3.408e-02,0
-3.392e-02,0
-3.376e-02,0.2
-3.360e-02,0
-3.344e-02,0
-3.328e-02,0
-3.312e-02,0
-3.296e-02,0
-3.280e-02,0
-3.264e-02,0
-3.248e-02,0
-3.232e-02,0
-3.216e-02,0
-3.200e-02,0
-3.184e-02,0
-3.168e-02,0
-3.152e-02,0
-3.136e-02,0
-3.120e-02,0
-3.104e-02,0
-3.088e-02,0
-3.072e-02,0
-3.056e-02,0
-3.040e-02,0
-3.024e-02,0
-3.008e-02,0
-2.992e-02,0
-2.976e-02,0
-2.960e-02,0
-2.944e-02,0
-2.928e-02,0
-2.912e-02,0
-2.896e-02,0
-2.880e-02,0
-2.864e-02,0
-2.848e-02,0
-2.832e-02,0.2
-2.816e-02,0
-2.800e-02,0
-2.784e-02,0
-2.768e-02,0
-2.752e-02,0
-2.736e-02,0
-2.720e-02,0
-2.704e-02,0
-2.688e-02,0
-2.672e-02,0
-2.656e-02,0
-2.640e-02,0
-2.624e-02,0
-2.608e-02,0
-2.592e-02,0
-2.576e-02,0
-2.560e-02,0
-2.544e-02,0
-2.528e-02,0.2
-2.512e-02,0
-2.496e-02,0
-2.480e-02,0.2
-2.464e-02,0
-2.448e-02,0
-2.432e-02,0.2
-2.416e-02,0
-2.400e-02,0
-2.384e-02,0
-2.368e-02,0.2
-2.352e-02,0
-2.336e-02,0
-2.320e-02,0
-2.304e-02,0
-2.288e-02,0
-2.272e-02,0.2
-2.256e-02,0
-2.240e-02,0
-2.224e-02,0
-2.208e-02,0
-2.192e-02,0.2
-2.176e-02,0
-2.160e-02,0
-2.144e-02,0
-2.128e-02,0
-2.112e-02,0
-2.096e-02,0
-2.080e-02,0
-2.064e-02,0
-2.048e-02,0.2
-2.032e-02,0
-2.016e-02,0
-2.000e-02,0
-1.984e-02,0
-1.968e-02,0
-1.952e-02,0
-1.936e-02,0.2
-1.920e-02,0.2
-1.904e-02,0
-1.888e-02,0
-1.872e-02,0
-1.856e-02,0
-1.840e-02,0
-1.824e-02,0
-1.808e-02,0
-1.792e-02,0
-1.776e-02,0
-1.760e-02,0
-1.744e-02,0
-1.728e-02,0
-1.712e-02,0
-1.696e-02,0
-1.680e-02,0.2
-1.664e-02,0
-1.648e-02,0
-1.632e-02,0
-1.616e-02,0
-1.600e-02,0.2
-1.584e-02,0
-1.568e-02,0
-1.552e-02,0
-1.536e-02,0.2
-1.520e-02,0
-1.504e-02,0
-1.488e-02,0
-1.472e-02,0
-1.456e-02,0.2
-1.440e-02,0
-1.424e-02,0
-1.408e-02,0
-1.392e-02,0
-1.376e-02,0.2
-1.360e-02,0
-1.344e-02,0
-1.328e-02,0
-1.312e-02,0
-1.296e-02,0
-1.280e-02,0
-1.264e-02,0
-1.248e-02,0.2
-1.232e-02,0
-1.216e-02,0
-1.200e-02,0
-1.184e-02,0
-1.168e-02,0
-1.152e-02,0
-1.136e-02,0
-1.120e-02,0
-1.104e-02,0
-1.088e-02,0
-1.072e-02,0
-1.056e-02,0.2
-1.040e-02,0
-1.024e-02,0.2
-1.008e-02,0
-9.920e-03,0
-9.760e-03,0
-9.600e-03,0
-9.440e-03,0
-9.280e-03,0
-9.120e-03,0
-8.960e-03,0
-8.800e-03,0
-8.640e-03,0
-8.480e-03,0
-8.320e-03,0.2
-8.160e-03,0.2
-8.000e-03,0
-7.840e-03,0
-7.680e-03,0
-7.520e-03,0
-7.360e-03,0
-7.200e-03,0
-7.040e-03,0
-6.880e-03,0
-6.720e-03,0
-6.560e-03,0
-6.400e-03,0
-6.240e-03,0
-6.080e-03,0
-5.920e-03,0
-5.760e-03,0
-5.600e-03,0
-5.440e-03,0
-5.280e-03,0
-5.120e-03,0
-4.960e-03,0
-4.800e-03,0
-4.640e-03,0.2
-4.480e-03,0
-4.320e-03,0
-4.160e-03,0
-4.000e-03,0
-3.840e-03,0
-3.680e-03,0
-3.520e-03,0
-3.360e-03,0
-3.200e-03,0
-3.040e-03,0
-2.880e-03,0
-2.720e-03,0
-2.560e-03,0
-2.400e-03,0
-2.240e-03,0.2
-2.080e-03,0.2
-1.920e-03,0.2
-1.760e-03,0.4
-1.600e-03,0.6
-1.440e-03,0.8
-1.280e-03,1.4
-1.120e-03,1.8
-9.600e-04,2.4
-8.000e-04,2.8
-6.400e-04,3.2
-4.800e-04,3.4
-3.200e-04,3.8
-1.600e-04,4.4
1.834e-16,4.6
1.600e-04,5.2
3.200e-04,5.6
4.800e-04,6
6.400e-04,6.2
8.000e-04,7.2
9.600e-04,7.4
1.120e-03,7.8
1.280e-03,9.2
1.440e-03,9.6
1.600e-03,10
1.760e-03,10.4
1.920e-03,10.8
2.080e-03,11.6
2.240e-03,12
2.400e-03,12.4
2.560e-03,12.8
2.720e-03,13.2
2.880e-03,13.8
3.040e-03,14.2
3.200e-03,14.6
3.360e-03,15.2
3.520e-03,15.6
3.680e-03,16.2
3.840e-03,16.6
4.000e-03,16.8
4.160e-03,17.4
4.320e-03,18
4.480e-03,18.4
4.640e-03,19
4.800e-03,19.6
4.960e-03,20
5.120e-03,20.6
5.280e-03,21
5.440e-03,21.6
5.600e-03,22.2
5.760e-03,22.8
5.920e-03,23
6.080e-03,23.6
6.240e-03,24
6.400e-03,24.6
6.560e-03,25.2
6.720e-03,25.8
6.880e-03,26.4
7.040e-03,26.6
7.200e-03,27.4
7.360e-03,27.8
7.520e-03,28
7.680e-03,28
7.840e-03,28
8.000e-03,28
8.160e-03,28
8.320e-03,28
8.480e-03,28
8.640e-03,28
8.800e-03,27.8
8.960e-03,27.8
9.120e-03,28
9.280e-03,27.8
9.440e-03,28
9.600e-03,27.8
9.760e-03,28
9.920e-03,28
1.008e-02,28
1.024e-02,28
1.040e-02,28.2
1.056e-02,28
1.072e-02,28
1.088e-02,28
1.104e-02,28
1.120e-02,28
1.136e-02,28
1.152e-02,27.8
1.168e-02,28
1.184e-02,27.8
1.200e-02,28
1.216e-02,27.8
1.232e-02,27.8
1.248e-02,27.8
1.264e-02,28.2
1.280e-02,28
1.296e-02,28
1.312e-02,28
1.328e-02,28
1.344e-02,28
1.360e-02,27.8
1.376e-02,28
1.392e-02,28
1.408e-02,27.8
1.424e-02,28
1.440e-02,28
1.456e-02,28
1.472e-02,28
1.488e-02,27.8
