Model,TBS1102C
9.08800e-03,-0.0056
9.08880e-03,-0.0052
9.08960e-03,-0.0028
9.09040e-03,-0.004
9.09120e-03,-0.0044
9.09200e-03,-0.004
9.09280e-03,-0.0028
9.09360e-03,-0.004
9.09440e-03,-0.0048
9.09520e-03,-0.0032
9.09600e-03,-0.0032
9.09680e-03,-0.0062
9.09760e-03,-0.005
9.09840e-03,-0.002
9.09920e-03,-0.0042
9.10000e-03,-0.0058
9.10080e-03,-0.0032
9.10160e-03,-0.0026
9.10240e-03,-0.0052
9.10320e-03,-0.0038
9.10400e-03,-0.0028
9.10480e-03,-0.0058
9.10560e-03,-0.006
9.10640e-03,-0.0036
9.10720e-03,-0.0036
9.10800e-03,-0.0052
9.10880e-03,-0.0052
9.10960e-03,-0.0032
9.11040e-03,-0.0038
9.11120e-03,-0.0052
9.11200e-03,-0.004
9.11280e-03,-0.0024
9.11360e-03,-0.0046
9.11440e-03,-0.0052
9.11520e-03,-0.002
9.11600e-03,-0.0026
9.11680e-03,-0.0058
9.11760e-03,-0.0038
9.11840e-03,-0.0014
9.11920e-03,-0.0042
9.12000e-03,-0.0052
9.12080e-03,-0.0038
9.12160e-03,-0.0028
9.12240e-03,-0.004
9.12320e-03,-0.0036
9.12400e-03,-0.0026
9.12480e-03,-0.0022
9.12560e-03,-0.0046
9.12640e-03,-0.0032
9.12720e-03,-0.0006
9.12800e-03,-0.0036
9.12880e-03,-0.0054
9.12960e-03,-0.0024
9.13040e-03,-0.003
9.13120e-03,-0.0054
9.13200e-03,-0.0028
9.13280e-03,-0.0008
9.13360e-03,-0.0042
9.13440e-03,-0.0032
9.13520e-03,-0.0004
9.13600e-03,-0.0034
9.13680e-03,-0.0052
9.13760e-03,-0.0022
9.13840e-03,-0.002
9.13920e-03,-0.005
9.14000e-03,-0.0036
9.14080e-03,-0.0022
9.14160e-03,-0.0038
9.14240e-03,-0.0032
9.14320e-03,-0.0016
9.14400e-03,-0.0022
9.14480e-03,-0.0034
9.14560e-03,-0.0034
9.14640e-03,-0.0024
9.14720e-03,-0.0036
9.14800e-03,-0.0052
9.14880e-03,-0.0032
9.14960e-03,-0.0018
9.15040e-03,-0.0046
9.15120e-03,-0.0042
9.15200e-03,-0.0018
9.15280e-03,-0.0036
9.15360e-03,-0.0044
9.15440e-03,-0.0016
9.15520e-03,-0.0022
9.15600e-03,-0.0058
9.15680e-03,-0.0034
9.15760e-03,-0.0014
9.15840e-03,-0.0036
9.15920e-03,-0.005
9.16000e-03,-0.0028
9.16080e-03,-0.003
9.16160e-03,-0.0046
9.16240e-03,-0.0036
9.16320e-03,-0.0022
9.16400e-03,-0.003
9.16480e-03,-0.0046
9.16560e-03,-0.002
9.16640e-03,-0.0004
9.16720e-03,-0.0036
9.16800e-03,-0.0036
9.16880e-03,-0.0006
9.16960e-03,-0.0024
9.17040e-03,-0.0046
9.17120e-03,-0.0024
9.17200e-03,-0.002
9.17280e-03,-0.0046
9.17360e-03,-0.0036
9.17440e-03,0
9.17520e-03,-0.0022
9.17600e-03,-0.0036
9.17680e-03,-0.002
9.17760e-03,-0.001
9.17840e-03,-0.0018
9.17920e-03,-0.004
9.18000e-03,-0.0028
9.18080e-03,-0.0016
9.18160e-03,-0.0036
9.18240e-03,-0.0032
9.18320e-03,-0.0014
9.18400e-03,-0.0024
9.18480e-03,-0.0044
9.18560e-03,-0.0016
9.18640e-03,-0.0004
9.18720e-03,-0.0046
9.18800e-03,-0.0042
9.18880e-03,-0.0008
9.18960e-03,-0.0018
9.19040e-03,-0.0048
9.19120e-03,-0.0034
9.19200e-03,-0.0024
9.19280e-03,-0.0034
9.19360e-03,-0.0036
9.19440e-03,-0.0032
9.19520e-03,-0.002
9.19600e-03,-0.0036
9.19680e-03,-0.004
9.19760e-03,-0.0018
9.19840e-03,-0.0014
9.19920e-03,-0.0044
9.20000e-03,-0.0038
9.20080e-03,-0.0004
9.20160e-03,-0.0032
9.20240e-03,-0.0054
9.20320e-03,-0.0022
9.20400e-03,-0.0026
9.20480e-03,-0.0048
9.20560e-03,-0.0038
9.20640e-03,-0.002
9.20720e-03,-0.0036
9.20800e-03,-0.0042
9.20880e-03,-0.0022
9.20960e-03,-0.0014
9.21040e-03,-0.0034
9.21120e-03,-0.0042
9.21200e-03,-0.0032
9.21280e-03,-0.0016
9.21360e-03,-0.004
9.21440e-03,-0.0044
9.21520e-03,-0.0008
9.21600e-03,-0.0028
9.21680e-03,-0.0044
9.21760e-03,-0.0006
9.21840e-03,-0.0006
9.21920e-03,-0.0038
9.22000e-03,-0.0026
9.22080e-03,-0.0012
9.22160e-03,-0.0026
9.22240e-03,-0.0034
9.22320e-03,-0.0026
9.22400e-03,-0.0014
9.22480e-03,-0.003
9.22560e-03,-0.0038
9.22640e-03,-0.001
9.22720e-03,-0.0016
9.22800e-03,-0.0034
9.22880e-03,-0.0016
9.22960e-03,-0.0002
9.23040e-03,-0.0032
9.23120e-03,-0.0042
9.23200e-03,-0.001
9.23280e-03,-0.0008
9.23360e-03,-0.0038
9.23440e-03,-0.0024
9.23520e-03,-0.0012
9.23600e-03,-0.0042
9.23680e-03,-0.0034
9.23760e-03,-0.001
9.23840e-03,-0.0026
9.23920e-03,-0.0038
9.24000e-03,-0.0018
9.24080e-03,-0.0006
9.24160e-03,-0.0028
9.24240e-03,-0.0032
9.24320e-03,-0.0016
9.24400e-03,-0.0012
9.24480e-03,-0.0034
9.24560e-03,-0.004
9.24640e-03,-0.0026
9.24720e-03,-0.0034
9.24800e-03,-0.0048
9.24880e-03,-0.0014
9.24960e-03,-0.0016
9.25040e-03,-0.0046
9.25120e-03,-0.0028
9.25200e-03,-0.001
9.25280e-03,-0.0036
9.25360e-03,-0.0046
9.25440e-03,-0.002
9.25520e-03,-0.0024
9.25600e-03,-0.0042
9.25680e-03,-0.0032
9.25760e-03,-0.0022
9.25840e-03,-0.0026
9.25920e-03,-0.004
9.26000e-03,-0.0026
9.26080e-03,-0.0014
9.26160e-03,-0.0028
9.26240e-03,-0.005
9.26320e-03,-0.0032
9.26400e-03,-0.001
9.26480e-03,-0.0038
9.26560e-03,-0.0048
9.26640e-03,-0.0022
9.26720e-03,-0.002
9.26800e-03,-0.004
9.26880e-03,-0.003
9.26960e-03,-0.0016
9.27040e-03,-0.0026
9.27120e-03,-0.004
9.27200e-03,-0.0034
9.27280e-03,-0.0002
9.27360e-03,-0.0018
9.27440e-03,-0.0042
9.27520e-03,-0.0016
9.27600e-03,-0.0004
9.27680e-03,-0.0044
9.27760e-03,-0.0036
9.27840e-03,-0.0014
9.27920e-03,-0.0024
9.28000e-03,-0.0038
9.28080e-03,-0.0026
9.28160e-03,-0.0016
9.28240e-03,-0.0026
9.28320e-03,-0.0034
9.28400e-03,-0.001
9.28480e-03,-0.0004
9.28560e-03,-0.0034
9.28640e-03,-0.0042
9.28720e-03,-0.0022
9.28800e-03,-0.0028
9.28880e-03,-0.0052
9.28960e-03,-0.003
9.29040e-03,-0.0018
9.29120e-03,-0.0048
9.29200e-03,-0.0034
9.29280e-03,-0.0006
9.29360e-03,-0.003
9.29440e-03,-0.0038
9.29520e-03,-0.0006
9.29600e-03,-0.0016
9.29680e-03,-0.005
9.29760e-03,-0.0028
9.29840e-03,-0.0014
9.29920e-03,-0.0028
9.30000e-03,-0.0026
9.30080e-03,-0.0016
9.30160e-03,-0.0018
9.30240e-03,-0.0028
9.30320e-03,-0.002
9.30400e-03,-0.0002
9.30480e-03,-0.0016
9.30560e-03,-0.0036
9.30640e-03,-0.0014
9.30720e-03,-0.001
9.30800e-03,-0.0042
9.30880e-03,-0.0026
9.30960e-03,0
9.31040e-03,-0.0022
9.31120e-03,-0.0032
9.31200e-03,0
9.31280e-03,-0.001
9.31360e-03,-0.0032
9.31440e-03,-0.0008
9.31520e-03,0.0008
9.31600e-03,-0.0014
9.31680e-03,-0.0024
9.31760e-03,-0.0006
9.31840e-03,0.0002
9.31920e-03,-0.0016
9.32000e-03,-0.0014
9.32080e-03,-0.0004
9.32160e-03,-0.0016
9.32240e-03,-0.0028
9.32320e-03,-0.0004
9.32400e-03,0.0018
9.32480e-03,-0.0008
9.32560e-03,-0.0018
9.32640e-03,0.002
9.32720e-03,0.0002
9.32800e-03,-0.0016
9.32880e-03,-0.0004
9.32960e-03,0.0006
9.33040e-03,-0.0006
9.33120e-03,-0.0014
9.33200e-03,-0.0002
9.33280e-03,0.0014
9.33360e-03,-0.0002
9.33440e-03,-0.0006
9.33520e-03,0.0018
9.33600e-03,0.0018
9.33680e-03,-0.001
9.33760e-03,0
9.33840e-03,0.003
9.33920e-03,0.0004
9.34000e-03,-0.0012
9.34080e-03,0.0016
9.34160e-03,0.0008
9.34240e-03,-0.001
9.34320e-03,0.001
9.34400e-03,0.0022
9.34480e-03,-0.0004
9.34560e-03,-0.001
9.34640e-03,0.0018
9.34720e-03,0.0012
9.34800e-03,-0.001
9.34880e-03,0.0006
9.34960e-03,0.0018
9.35040e-03,0.0006
9.35120e-03,-0.0004
9.35200e-03,0.0004
9.35280e-03,0.0012
9.35360e-03,-0.0008
9.35440e-03,-0.0002
9.35520e-03,0.0026
9.35600e-03,0.001
9.35680e-03,-0.0014
9.35760e-03,0.0012
9.35840e-03,0.0026
9.35920e-03,-0.0002
9.36000e-03,-0.0002
9.36080e-03,0.0018
9.36160e-03,0
9.36240e-03,-0.0014
9.36320e-03,0.0008
9.36400e-03,0.0014
9.36480e-03,0
9.36560e-03,-0.0002
9.36640e-03,0.0018
9.36720e-03,0.0026
9.36800e-03,0
9.36880e-03,0.0002
9.36960e-03,0.0024
9.37040e-03,0.0022
9.37120e-03,-0.0008
9.37200e-03,0.0002
9.37280e-03,0.0022
9.37360e-03,0.0002
9.37440e-03,0.0002
9.37520e-03,0.0028
9.37600e-03,0.0024
9.37680e-03,-0.0002
9.37760e-03,0.0012
9.37840e-03,0.0028
9.37920e-03,0.0026
9.38000e-03,0.0016
9.38080e-03,0.0004
9.38160e-03,0.003
9.38240e-03,0.0014
9.38320e-03,0.0002
9.38400e-03,0.0032
9.38480e-03,0.0032
9.38560e-03,-0.0002
9.38640e-03,0.001
9.38720e-03,0.003
9.38800e-03,0.001
9.38880e-03,0
9.38960e-03,0.0026
9.39040e-03,0.004
9.39120e-03,0.002
9.39200e-03,0.0008
9.39280e-03,0.0026
9.39360e-03,0.0034
9.39440e-03,0.002
9.39520e-03,0.0008
9.39600e-03,0.0024
9.39680e-03,0.002
9.39760e-03,-0.0004
9.39840e-03,0.0014
9.39920e-03,0.005
9.40000e-03,0.002
9.40080e-03,0.0006
9.40160e-03,0.0042
9.40240e-03,0.0034
9.40320e-03,0
9.40400e-03,0.0018
9.40480e-03,0.0028
9.40560e-03,0.0014
9.40640e-03,0.001
9.40720e-03,0.0024
9.40800e-03,0.002
9.40880e-03,0.0014
9.40960e-03,0.0028
9.41040e-03,0.0044
9.41120e-03,0.0024
9.41200e-03,0.0004
9.41280e-03,0.0028
9.41360e-03,0.0034
9.41440e-03,0.0014
9.41520e-03,0.0012
9.41600e-03,0.0034
9.41680e-03,0.0026
9.41760e-03,0.0004
9.41840e-03,0.0034
9.41920e-03,0.0042
9.42000e-03,0.0004
9.42080e-03,0.0012
9.42160e-03,0.004
9.42240e-03,0.003
9.42320e-03,0.0012
9.42400e-03,0.0024
9.42480e-03,0.0032
9.42560e-03,0.0028
9.42640e-03,0.0014
9.42720e-03,0.0032
9.42800e-03,0.003
9.42880e-03,0.0002
9.42960e-03,0.0022
9.43040e-03,0.0044
9.43120e-03,0.0022
9.43200e-03,0.0012
9.43280e-03,0.0044
9.43360e-03,0.0042
9.43440e-03,0.0014
9.43520e-03,0.0034
9.43600e-03,0.0038
9.43680e-03,0.001
9.43760e-03,0.0006
9.43840e-03,0.0038
9.43920e-03,0.003
9.44000e-03,0.0012
9.44080e-03,0.0026
9.44160e-03,0.0042
9.44240e-03,0.003
9.44320e-03,0.0018
9.44400e-03,0.0034
9.44480e-03,0.0032
9.44560e-03,0.0018
9.44640e-03,0.0018
9.44720e-03,0.0038
9.44800e-03,0.0016
9.44880e-03,0.001
9.44960e-03,0.0042
9.45040e-03,0.0042
9.45120e-03,0.001
9.45200e-03,0.003
9.45280e-03,0.0042
9.45360e-03,0.002
9.45440e-03,0.0018
9.45520e-03,0.0038
9.45600e-03,0.0026
9.45680e-03,0.0006
9.45760e-03,0.0026
9.45840e-03,0.0034
9.45920e-03,0.001
9.46000e-03,0.001
9.46080e-03,0.0032
9.46160e-03,0.003
9.46240e-03,0.0008
9.46320e-03,0.0012
9.46400e-03,0.003
9.46480e-03,0.002
9.46560e-03,0.0012
9.46640e-03,0.0034
9.46720e-03,0.0034
9.46800e-03,0.0006
9.46880e-03,0.0012
9.46960e-03,0.0044
9.47040e-03,0.0018
9.47120e-03,-0.0002
9.47200e-03,0.0032
9.47280e-03,0.0034
9.47360e-03,0.0014
9.47440e-03,0.0024
9.47520e-03,0.004
9.47600e-03,0.0034
9.47680e-03,0.0018
9.47760e-03,0.0016
9.47840e-03,0.003
9.47920e-03,0.002
9.48000e-03,0
9.48080e-03,0.0024
9.48160e-03,0.0042
9.48240e-03,0.0016
9.48320e-03,0.0014
9.48400e-03,0.004
9.48480e-03,0.0038
9.48560e-03,0.0016
9.48640e-03,0.0026
9.48720e-03,0.0034
9.48800e-03,0.0002
9.48880e-03,0.0014
9.48960e-03,0.0032
9.49040e-03,0.0028
9.49120e-03,0.0014
9.49200e-03,0.0014
9.49280e-03,0.0036
9.49360e-03,0.0028
9.49440e-03,0.001
9.49520e-03,0.0032
9.49600e-03,0.0038
9.49680e-03,0.0004
9.49760e-03,0.0018
9.49840e-03,0.0032
9.49920e-03,0.0014
9.50000e-03,0.0004
9.50080e-03,0.0036
9.50160e-03,0.0032
9.50240e-03,0.0004
9.50320e-03,0.0014
9.50400e-03,0.0032
9.50480e-03,0.0016
9.50560e-03,0.0008
9.50640e-03,0.0032
9.50720e-03,0.002
9.50800e-03,0.0008
9.50880e-03,0.0022
9.50960e-03,0.0032
9.51040e-03,0.001
9.51120e-03,0.0004
9.51200e-03,0.0024
9.51280e-03,0.0026
9.51360e-03,0.001
9.51440e-03,0.001
9.51520e-03,0.0038
9.51600e-03,0.0018
9.51680e-03,0.0006
9.51760e-03,0.0032
9.51840e-03,0.0024
9.51920e-03,-0.0012
9.52000e-03,0.0014
9.52080e-03,0.0034
9.52160e-03,0.0004
9.52240e-03,0
9.52320e-03,0.0016
9.52400e-03,0.0026
9.52480e-03,0.0014
9.52560e-03,0.0016
9.52640e-03,0.0028
9.52720e-03,0.002
9.52800e-03,-0.0002
9.52880e-03,0.0012
9.52960e-03,0.0034
9.53040e-03,0.0004
9.53120e-03,-0.0008
9.53200e-03,0.0028
9.53280e-03,0.0028
9.53360e-03,0.0006
9.53440e-03,0.0016
9.53520e-03,0.0034
9.53600e-03,0.002
9.53680e-03,0.0006
9.53760e-03,0.0012
9.53840e-03,0.002
9.53920e-03,0.0018
9.54000e-03,0
9.54080e-03,0.0016
9.54160e-03,0.0032
9.54240e-03,0.0006
9.54320e-03,-0.0008
9.54400e-03,0.0026
9.54480e-03,0.003
9.54560e-03,-0.0006
9.54640e-03,0.001
9.54720e-03,0.003
9.54800e-03,0.0004
9.54880e-03,0.0002
9.54960e-03,0.0024
9.55040e-03,0.0024
9.55120e-03,0.0002
9.55200e-03,0
9.55280e-03,0.0018
9.55360e-03,0.002
9.55440e-03,0
9.55520e-03,0.0002
9.55600e-03,0.0028
9.55680e-03,0.0008
9.55760e-03,-0.001
9.55840e-03,0.0014
9.55920e-03,0.0024
9.56000e-03,-0.0004
9.56080e-03,0
9.56160e-03,0.0028
9.56240e-03,0.0002
9.56320e-03,-0.0018
9.56400e-03,0.002
9.56480e-03,0.0024
9.56560e-03,-0.0006
9.56640e-03,0.0002
9.56720e-03,0.0022
9.56800e-03,0.0012
9.56880e-03,-0.0006
9.56960e-03,-0.0006
9.57040e-03,0.0006
9.57120e-03,0.0002
9.57200e-03,-0.001
9.57280e-03,0.0004
9.57360e-03,0.0016
9.57440e-03,-0.001
9.57520e-03,-0.0006
9.57600e-03,0.003
9.57680e-03,0.0012
9.57760e-03,-0.0022
9.57840e-03,-0.0002
9.57920e-03,0.001
9.58000e-03,-0.001
9.58080e-03,-0.001
9.58160e-03,0.0008
9.58240e-03,0.0002
9.58320e-03,-0.0014
9.58400e-03,-0.0008
9.58480e-03,0.001
9.58560e-03,0.0012
9.58640e-03,-0.0012
9.58720e-03,-0.0016
9.58800e-03,0.0014
9.58880e-03,-0.0008
9.58960e-03,-0.0026
9.59040e-03,0.001
9.59120e-03,0.001
9.59200e-03,-0.0012
9.59280e-03,-0.0004
9.59360e-03,0.0008
9.59440e-03,-0.0012
9.59520e-03,-0.0018
9.59600e-03,0.0002
9.59680e-03,0.001
9.59760e-03,-0.001
9.59840e-03,-0.0018
9.59920e-03,0.0004
9.60000e-03,0.0008
9.60080e-03,-0.0014
9.60160e-03,0
9.60240e-03,0.001
9.60320e-03,-0.0022
9.60400e-03,-0.0022
9.60480e-03,0.0006
9.60560e-03,-0.0008
9.60640e-03,-0.0028
9.60720e-03,0.0006
9.60800e-03,0.0016
9.60880e-03,-0.0018
9.60960e-03,-0.0012
9.61040e-03,0.0012
9.61120e-03,-0.0012
9.61200e-03,-0.002
9.61280e-03,0.0004
9.61360e-03,-0.0012
9.61440e-03,-0.0036
9.61520e-03,-0.0004
9.61600e-03,0.001
9.61680e-03,-0.0014
9.61760e-03,-0.001
9.61840e-03,-0.0002
9.61920e-03,-0.0004
9.62000e-03,-0.002
9.62080e-03,-0.0016
9.62160e-03,-0.0006
9.62240e-03,-0.0014
9.62320e-03,-0.0028
9.62400e-03,-0.0008
9.62480e-03,-0.0002
9.62560e-03,-0.003
